"text","structure","emojis","emotion"
"flaherty shocked oct13 : harper declares in hoc wright didn't tell novak of his cheque to tt.token . tt.token tt.token","NNP JJ NNP : NNP VBZ IN NNP NNP NNP VB NNP IN PRP$ NN TO HT . HT HT","","0.0"
"election art show . : … … tt.token tt.token tt.token tt.token tt.token tt.token tt.token url","NNP NNP NNP . : UH UH HT HT HT HT HT HT HT URL","","NaN"
"justin et al ... tt.token tt.token tt.token tt.token","NNP NN NN : HT HT HT HT","","-1.5"
"vote conservative patrick brown usr today if you live in tt.token ! ! tt.token tt.token","NN JJ NNP NNP USR NN IN PRP VBP IN HT . . HT HT","","2.0"
"choose ... tt.token tt.token","VB : HT HT","","-1.5"
". usr right now on usr saying `` bill c-51 must be repealed . `` a must watch ! tt.token tt.token tt.token",". USR RB RB IN USR VBG `` NNP NNP MD VB VBN . `` DT MD VB . HT HT HT","","-5.0"
"this is what you call tt.token - usr pulling over to recruit volunteers in tt.token . tt.token tt.token","DT VBZ WP PRP VBP HT : USR VBG IN TO VB NNS IN HT . HT HT","","5.0"
"quick , bring on a diversion . tt.token tt.token url","RB , VB IN DT NN . HT HT URL","","3.5"
"all of these tt.token candidates not attending usr tt.token . tt.token tt.token tt.token tt.token","DT IN DT HT NNS RB VBG USR HT . HT HT HT HT","","-5.0"
"this is what a packed room looks like . tt.token came out for usr tt.token tt.token","DT VBZ WP DT JJ NN VBZ IN . HT VBD RP IN USR HT HT","","2.0"
"conservatives believe in meaningful symbols . tt.token tt.token","NNS VB IN JJ NNS . HT HT","","3.5"
"looks like tt.token tt.token nom . meeting will b full house . u still have til 7:30 pm est to register ! tt.token tt.token","VBZ IN HT HT UH . NN MD VB JJ NN . PRP RB VB IN CD NN NN TO VB . HT HT","","-1.5"
"emojis you wish you had from usr tt.token tt.token","NNS PRP VBP PRP VBD IN USR HT HT","","3.5"
"october 19 is accountability day . tt.token tt.token url","NNP CD VBZ NN NN . HT HT URL","","3.5"
"well , this tweet ( story written by usr ) is generating some buzz in parts of the country tt.token","UH , DT NN -LRB- NN VBD IN USR -RRB- VBZ VBG DT NN IN NNS IN DT NN HT","","2.0"
"harper's new pmo staff younger , more energy and aways prepared tt.token tt.token usr usr usr","NNP JJ NNP NN JJR , JJR NN CC VBZ VBN HT HT USR USR USR","","3.5"
"remind you of anyone ? oust usr & tt.token in tt.token . we need ideas & vision not fear-mongering . tt.token","VBP PRP IN NN . VB USR CC HT IN HT . PRP VBP NNS CC NN RB NN . HT","","3.5"
"disclaimer : there are no second class citizens , during an election campaign . offer expires 10/19/15 tt.token tt.token","NN : EX VBP DT JJ NN NNS , IN DT NN NN . NN VBZ CD HT HT","","-5.0"
"good . usr : justin trudeau holds joint news conference with montreal mayor denis coderre . tt.token tt.token tt.token","UH . USR : NNP NNP VBZ NN NN NN IN NNP NNP NNP NNP . HT HT HT","","2.0"
"when usr & usr say `` this is not our fight `` about tt.token , i'm always like ; tt.token tt.token tt.token tt.token","WRB USR CC USR VB `` DT VBZ RB PRP$ NN `` IN HT , PRP RB IN : HT HT HT HT","","0.0"
"usr researched `` ruby `` on the interweb : `` rated 9/10 on mohns scale of hardness . `` tt.token tt.token tt.token","USR VBD `` NNP `` IN DT NNP : `` VBD CD IN NNP NN IN NN . `` HT HT HT","","5.0"
"in tt.token , access , opportunity & tt.token are top of mind for families url","IN HT , NN , NN CC HT VBP JJ IN NN IN NNS URL","","-1.5"
"`` better is always possible . `` - justin trudeau . on oct 19 , help us create a better canada ! tt.token","`` NNP VBZ RB JJ . `` : NNP NNP . IN NNP CD , VB PRP VBP DT NNP NNP . HT","","5.0"
"who's paying to `` promote `` this usr editorial ? are they complying with tt.token spending rules ? tt.token","WP VBG TO `` VB `` DT USR NN . VBP PRP VBG IN HT VBG NNS . HT","","2.0"
"must be awful being the only on in the office who is `` out of the loop `` tt.token tt.token tt.token tt.token","MD VB JJ VBG DT RB IN IN DT NN WP VBZ `` IN IN DT NN `` HT HT HT HT","","-5.0"
"today's editorial cartoon by usr tt.token tt.token tt.token url","NNP NN NN IN USR HT HT HT URL","","3.5"
"1 . excoriating ndp's spending , usr on sun . said she's `` working in ottawa . `` no talk of cpc boss . tt.token","CD . VBG VBZ NN , USR IN NNP . VBD PRP `` VBG IN NNP . `` DT NN IN NNP NN . HT","","2.0"
"jerry dias will vote in 2015 because canada deserves better ! tt.token tt.token tt.token tt.token","NNP NNP MD VB IN CD IN NNP VBZ JJR . HT HT HT HT","","5.0"
"looking for a primer on what happened in tt.token this week ? here's our hatley report tt.token url","VBG IN DT NN IN WP VBN IN HT DT NN . RB PRP$ NNP NNP HT URL","","2.0"
"the fundamental flaws in the canadian health care system , dr. david naylor tt.token tt.token url","DT JJ NNS IN DT NNP NN NN NN , NNP NNP NNP HT HT URL","","-1.5"
"we need as many people as possible to hear about tt.token now — during tt.token season url","PRP VBP IN DT NNS IN JJ TO VB IN HT RB : IN HT NN URL","","-1.5"
"ran into usr on the campaign trail . go usr ! tt.token tt.token tt.token","VBD IN USR IN DT NN NN . VB USR . HT HT HT","","5.0"
"it looks like team usr is winning the battle on the ground with the tt.token tt.token tt.token tt.token","PRP VBZ IN NNP USR VBZ VBG DT NN IN DT NN IN DT HT HT HT HT","","3.5"
"`` usr : in life of #politician one must choose between tt.token or consequence tt.token tt.token tt.token","`` USR : IN NN IN NN CD MD VB IN HT CC NN HT HT HT","","-1.5"
"we also made sure tt.token repays $90k ! tt.token tt.token tt.token what more can you expect from your government","PRP RB VBD JJ HT VBZ CD . HT HT HT WP JJR MD PRP VBP IN NNP NNP","","0.0"
"guelph ! your usr candidate in tt.token is tristan deen ! tt.token tt.token url","NNP . PRP$ USR NN IN HT VBZ NNP NNP . HT HT URL","","2.0"
"got my buttons , got my sign , i'm ready to rock ! also , @kenthehr's volunteers are the nicest ! tt.token","VBD PRP$ NNS , VBD PRP$ NN , PRP JJ TO VB . RB , VBZ NNS VBP DT JJS . HT","","3.5"
"veterans cheer trudeau’s promise of new day in pensions , benefits : tt.token tt.token tt.token url","NNP NN VBZ VBP IN JJ NN IN NNS , NNS : HT HT HT URL","","5.0"
"this is cool . 51 days days till we defeat stephen harper and repeal the dangerous tt.token ! tt.token tt.token tt.token","DT VBZ JJ . CD NNS NNS IN PRP VBP NNP NNP CC VB DT JJ HT . HT HT HT","","2.0"
"and justin on putin tt.token tt.token tt.token tt.token","CC NNP IN NNP HT HT HT HT","","2.0"
"the wheels on the bus go round & -- oh wait . tt.token tt.token","DT NNS IN DT NN VB NN CC : UH UH . HT HT","","3.5"
"seems like usr and the usr have things upside down . tt.token tt.token tt.token -hants tt.token","VBZ IN USR CC DT USR VB NNS RB RP . HT HT HT NNS HT","","-1.5"
"i find that while the right merely want critical debate , the left want to shut down opposing views . tt.token tt.token","PRP VBP DT IN DT RB RB VBP JJ NN , DT NNP VBP TO VB RP JJ NNS . HT HT","","3.5"
"canadian media guild registers as a third party in tt.token usr url","NNP NNP NNP NNS IN DT JJ NN IN HT USR URL","","2.0"
"there's a difference ... tt.token tt.token","EX DT NN : HT HT","","2.0"
"the status quo isn't working . justin trudeau's plan will make a positive difference in people's lives . tt.token","DT NN NN VBD VBG . NNP NNP NN MD VB DT JJ NN IN NNS NNS . HT","","0.0"
"calling in the tt.token heavy hitter . tt.token tt.token","VBG IN DT HT JJ NN . HT HT","","2.0"
"canada , at this time in history usr tt.token tt.token","NNP , IN DT NN IN NN USR HT HT","","-1.5"
"harper would have us repeat the mistakes that have lead us into two recessions . tt.token tt.token","NNP MD VB PRP VBP DT NNS IN VB VB PRP IN CD NNS . HT HT","","0.0"
"usr has broken his silence about ruby/ruby confusion ... tt.token tt.token tt.token tt.token url","USR VBZ VBN PRP$ NN IN NNP NN : HT HT HT HT URL","","0.0"
"i'm on the agenda sept 9 @ 8 & 11pm discussing election : wynne v harper bc ont's 121 seats tt.token tt.token tt.token","PRP IN NNP NNP NNP CD IN CD CC CD VBG NN : NNP NNP NNP IN PRP CD NNS HT HT HT","","2.0"
"mulcair's deception tt.token tt.token record has always been clear . media just didn't report it , schools don't reach it","NNP NN HT HT NN VBZ RB VBN JJ . NNP RB VBD VB PRP , NNS VBP VB PRP","","-5.0"
"the federal candidates for spadina-fort york presented their ideas tonight to the usr . usr tt.token","DT JJ NNS IN NNP NNP VBD PRP$ NNS NN TO DT USR . USR HT","","3.5"
"is it just me , or do the party leaders look a lot different from last time ? tt.token tt.token tt.token","VBZ PRP RB PRP , CC VBP DT NN NNS VBP DT NN JJ IN JJ NN . HT HT HT","","3.5"
"good article on why strategic voting is a sell-out tt.token tt.token url","JJ NN IN WRB JJ NN VBZ DT NN HT HT URL","","2.0"
"[ 2 ] ... also usr i don't have a tt.token income splitting saves me #nothing tt.token tt.token tt.token tt.token","UH UH UH : RB USR PRP VBP VB DT HT NN NN VBZ PRP NN HT HT HT HT","","-5.0"
"tt.token tt.token rt usr : where was the outrage for this event ?","HT HT RT USR : WRB VBD DT NN IN DT NN .","","-1.5"
"thank you ... 4 more years please ! tt.token tt.token merci ... 4 ans de plus svp ! tt.token tt.token usr tt.token tt.token","VB PRP : CD JJR NNS UH . HT HT NNP : CD NNP NNP NNP NNP . HT HT USR HT HT","","2.0"
"relaxed and havin fun : ) usr tt.token tt.token","JJ CC VBG JJ : -RRB- USR HT HT","","3.5"
"michelle jean renounced her french citizenship before becoming gov-gen tt.token tt.token tt.token tt.token tt.token","NNP NNP VBD PRP$ NNP NN IN VBG NNP HT HT HT HT HT","","5.0"
"great night . less than 5% we spoke to so far tonight supporting other parties . usr tt.token tt.token","JJ NN . JJR IN CD PRP VBP TO RB RB NN VBG JJ NNS . USR HT HT","","2.0"
"hey stephen , call an election , they said ... tt.token tt.token","UH NNP , VB DT NN , PRP VBD : HT HT","","5.0"
"if abortion is a settled issue in tt.token than why people get upset with images of abortion ? tt.token tt.token tt.token tt.token","IN NN VBZ DT JJ NN IN HT IN WRB NNS VBP JJ IN NNS IN NN . HT HT HT HT","","-5.0"
". usr now speaking on behalf of the usr about national food policy tt.token tt.token",". USR RB VBG IN NN IN DT USR IN JJ NN NN HT HT","","2.0"
"i bet he would have at least used a green screen . tt.token tt.token","PRP VBP PRP MD VB IN JJS VBD DT JJ NN . HT HT","","2.0"
"people we're not voting for because they suck at their job : tt.token tt.token","NNS VBP RB VBG IN IN PRP VBP IN PRP$ NN : HT HT","","-5.0"
"usr usr hoping the media and voters have called out tt.token and his sudden riches . tt.token","USR USR VBG DT NN CC NNS VBP VBN RP HT CC PRP$ NN NNS . HT","","2.0"
"if abortion is a settled issue in tt.token than why people get upset w/images of abortion ? tt.token tt.token tt.token","IN NN VBZ DT JJ NN IN HT IN WRB NNS VBP JJ IN IN NN . HT HT HT","","-5.0"
"troll activism is my favourite form of activism . tt.token tt.token tt.token","NN NN VBZ PRP$ NN NN IN NN . HT HT HT","","3.5"
"usr usr the progressive canadian party continues pc , tory , legacy . tt.token url","USR USR DT JJ NNP NNP VBZ NNP , NNP , NN . HT URL","","2.0"
"usr harper is sitting back and letting the opposition supporters do his dirty work . tt.token","USR NNP VBZ VBG RB CC VBG DT NN NNS VBP PRP$ JJ NN . HT","","5.0"
"i imagine things are going to look like this for a couple days once marijuana is legalised tt.token tt.token tt.token tt.token","PRP VBP NNS VBP VBG TO VB IN DT IN DT NN NNS RB NN VBZ VBN HT HT HT HT","","-1.5"
"trudeau would run deficits to double infrastructure spending tt.token url","NNP MD VB NNS TO VB NN NN HT URL","","2.0"
"had a blast on yesterday's live periscope broadcast from usr in tt.token tt.token url","VBD DT NN IN NNP VB NNP NN IN USR IN HT HT URL","","2.0"
"how-to-vote guide for tt.token students . tt.token usr usr usr usr url","WRB NN IN HT NNS . HT USR USR USR USR URL","","2.0"
"how harper's polarizing tactics turn out his supporters & turn off the undecideds tt.token url","WRB NNP NN NNS VBP RP PRP$ NNS CC VBP IN DT NNS HT URL","","-5.0"
"and harper will continue to focus on isis instead . tt.token tt.token tt.token usr usr","CC NNP MD VB TO VB IN NNP RB . HT HT HT USR USR","","0.0"
"may sets her sights on disaffected red tories : tt.token tt.token tt.token tt.token url","MD VBZ PRP$ NNS IN JJ JJ NNS : HT HT HT HT URL","","-1.5"
"this is heaven's best renewable energy source ! i'd like tt.token to develop alternatives . tt.token out tt.token in tt.token","DT VBZ NNP JJS JJ NN NN . PRP IN HT TO VB NNS . HT RP HT IN HT","","5.0"
"harper supports conservative candidates tt.token","NNP VBZ JJ NNS HT","","2.0"
"we will vote in 2015 because canada needs the cbc ! tt.token tt.token tt.token usr tt.token tt.token","PRP MD VB IN CD IN NNP VBZ DT NNP . HT HT HT USR HT HT","","5.0"
"what can you expect when a party leader comes to town ? a massive canada flag , to start tt.token url","WP MD PRP VBP WRB DT NN NN VBZ TO NN . DT JJ NNP NN , TO VB HT URL","","3.5"
"finally a nationalleader w/theballs2call tt.token whatitis : tt.token tt.token tt.token tt.token url","RB DT NNP NNP HT NNP : HT HT HT HT URL","","2.0"
"beautiful morning in tt.token ldnon north centre canvassing with usr & team ! usr tt.token tt.token","JJ NN IN HT NNP NNP NNP NN IN USR CC NN . USR HT HT","","2.0"
"a real pleasure to see usr today @ tt.token tt.token tt.token tt.token tt.token","DT JJ NN TO VB USR NN IN HT HT HT HT HT","","5.0"
"this email from a canadian voter living abroad just showed up in the usr inbox . tt.token","DT NN IN DT JJ NN VBG RB RB VBD RP IN DT USR NN . HT","","3.5"
"heard at the door while out canvassing for usr : `` it is the time for real change in ottawa `` tt.token tt.token","VBD IN DT NN IN RP NN IN USR : `` PRP VBZ DT NN IN JJ NN IN NNP `` HT HT","","5.0"
"senthi and the ndp have my vote . tt.token tt.token tt.token tt.token tt.token tt.token","NNP CC DT NNP VB PRP$ NN . HT HT HT HT HT HT","","3.5"
"bingo . politicien = puppet usr usr usr usr usr tt.token tt.token tt.token","NNP . NNP UH NNP USR USR USR USR USR HT HT HT","","0.0"
"fear factor now haunts conservatives : hébert tt.token tt.token url","NN NN RB VBZ NNS : NNP HT HT URL","","-5.0"
"cutest attendee at tt.token baby grace debating hc for her future tt.token tt.token tt.token tt.token","JJS NN IN HT NNP NNP VBG NNP IN PRP$ NN HT HT HT HT","","3.5"
"mt “ usr : tt.token mp roxanne james dumb dumb dumb dumb . tt.token","NNP NNP USR : HT NNP NNP NNP JJ JJ JJ JJ . HT","","-0.3333333333333333"
"why vote tt.token ? tt.token tt.token tt.token because they've got your back .","WRB NN HT . HT HT HT IN PRP VBD PRP$ NN .","","2.0"
"that moment on tt.token campaign trail when usr photo bombs your pic w/ rt hon paul martin ! tt.token tt.token","DT NN IN HT NN NN WRB USR NN NNS PRP$ NN IN RT NN NNP NNP . HT HT","","2.0"
"tt.token tt.token tt.token 10 questions ndp voters need to ask themselves .","HT HT HT CD NNS NNP NNS VBP TO VB PRP .","","2.0"
"curious to hear usr evade responsibility in tt.token harper tt.token tt.token scandal . tt.token tt.token","JJ TO VB USR VB NN IN HT NNP HT HT NN . HT HT","","2.0"
"as soon as there is trouble harper heads to the arctic . to his fav hideout . tt.token tt.token tt.token","IN RB IN RB VBZ NN NNP VBZ TO DT NN . TO PRP$ NN NN . HT HT HT","","2.0"
"tt.token policies make tt.token a worse place . ppl are happier when things are fair . tt.token url","HT NNS VBP HT DT JJ NN . NNS VBP JJR WRB NNS VBP JJ . HT URL","","-1.5"
"pumped to open our offices in tt.token & tt.token today . come join us ! tt.token usr tt.token","VBN TO VB PRP$ NNS IN HT CC HT NN . VB VB PRP . HT USR HT","","2.0"
"so did they have an open bar & hors d'oeuvres before the republican debate yesterday ? tt.token tt.token","RB VBD PRP VBP DT NN NN CC NNP NNP IN DT NNP NN NN . HT HT","","3.5"
"another bad week on campaign trail can't help already shaky conservative prospects . tt.token tt.token tt.token tt.token tt.token","DT JJ NN IN NN NN MD VB RB JJ JJ NNS . HT HT HT HT HT","","3.5"
"october 19 is accountability day . tt.token tt.token url","NNP CD VBZ NN NN . HT HT URL","","2.0"
"csa ext chatted w/ ont premier , guelph mp & guelph mp candidate . tt.token student issues are tt.token issues !","NNP NNP VBD IN NNP NNP , NNP NNP CC NNP NNP NN . HT NN NNS VBP HT NNS .","","2.0"
"max stands tall for usr and tt.token in tt.token ! tt.token tt.token usr tt.token","NNP VBZ JJ IN USR CC HT IN HT . HT HT USR HT","","3.5"
"a special message from minister usr tt.token tt.token tt.token read full text important url","DT JJ NN IN NNP USR HT HT HT VB JJ NN JJ URL","","2.0"
"the strategic vote | usr says it doesn't belong in this election : tt.token url","DT NNP NNP : USR VBZ PRP VBP VBG IN DT NN : HT URL","","2.0"
"party of one tt.token","NN IN CD HT","","2.0"
"climate-scam infects the country tt.token tt.token","NN VBZ DT NN HT HT","","-5.0"
"harper's candidates following instructions from the top- usr","NNP NNS VBG NNS IN DT NN USR","","2.0"
"latest harper and his staff sink to cosby levels of credibility tt.token tt.token tt.token tt.token","JJS NNP CC PRP$ NN NN TO NNP NNS IN NN HT HT HT HT","","0.0"
"unacceptable : cpc candidates don't answer media questions . harper won't answer cdns `` qs ! democracy ? tt.token tt.token","JJ : NNP NNP NNP NNP NNP NNS . NNP NNP VB NNS `` NNS . NNP . HT HT","","-5.0"
